timestamp,open,high,low,close,volume
2020-01-01 00:00:00+00:00,1.1220825910568237,1.1228384971618652,1.115946888923645,1.1220825910568237,0
2020-01-02 00:00:00+00:00,1.1218937635421753,1.12271249294281,1.1166820526123047,1.1220825910568237,0
2020-01-03 00:00:00+00:00,1.1170812845230103,1.118067979812622,1.112569808959961,1.1171437501907349,0
2020-01-06 00:00:00+00:00,1.1162458658218384,1.120824933052063,1.1158099174499512,1.1161960363388062,0
2020-01-07 00:00:00+00:00,1.1195825338363647,1.1199462413787842,1.1134865283966064,1.1197994947433472,0
2020-01-08 00:00:00+00:00,1.1155734062194824,1.1165200471878052,1.111086368560791,1.1154738664627075,0
2020-01-09 00:00:00+00:00,1.1114444732666016,1.1122233867645264,1.1095085144042969,1.1113210916519165,0
2020-01-10 00:00:00+00:00,1.1109259128570557,1.1120996475219727,1.1086229085922241,1.1111111640930176,0
2020-01-13 00:00:00+00:00,1.1116546392440796,1.114466905593872,1.1114075183868408,1.1116669178009033,0
2020-01-14 00:00:00+00:00,1.1134493350982666,1.1145787239074707,1.11055588722229,1.1135733127593994,0
2020-01-15 00:00:00+00:00,1.1129660606384277,1.1163455247879028,1.112025499343872,1.113089919090271,0
2020-01-16 00:00:00+00:00,1.1152697801589966,1.117193579673767,1.112978458404541,1.1154004335403442,0
2020-01-17 00:00:00+00:00,1.113800287246704,1.1145004034042358,1.1087580919265747,1.1139578819274902,0
2020-01-20 00:00:00+00:00,1.1095207929611206,1.1104941368103027,1.1077508926391602,1.1094592809677124,0
2020-01-21 00:00:00+00:00,1.1096439361572266,1.1119760274887085,1.1086474657058716,1.109693169593811,0
2020-01-22 00:00:00+00:00,1.1085859537124634,1.1097793579101562,1.1071622371673584,1.108561396598816,0
2020-01-23 00:00:00+00:00,1.1097548007965088,1.1103215217590332,1.1037039756774902,1.1096439361572266,0
2020-01-24 00:00:00+00:00,1.105534315109253,1.1060845851898193,1.1021226644515991,1.1055220365524292,0
2020-01-27 00:00:00+00:00,1.1026331186294556,1.1039965152740479,1.1010063886642456,1.1025358438491821,0
2020-01-28 00:00:00+00:00,1.1019648313522339,1.102657437324524,1.099855899810791,1.101976990699768,0
2020-01-29 00:00:00+00:00,1.102292776107788,1.1030223369598389,1.0993238687515259,1.1022562980651855,0
2020-01-30 00:00:00+00:00,1.101406455039978,1.1036553382873535,1.1008244752883911,1.1016855239868164,0
2020-01-31 00:00:00+00:00,1.1028763055801392,1.1090162992477417,1.1017948389053345,1.1029127836227417,0
2020-02-03 00:00:00+00:00,1.108905553817749,1.108905553817749,1.104349970817566,1.1089794635772705,0
2020-02-04 00:00:00+00:00,1.1062926054000854,1.1065618991851807,1.1033873558044434,1.1062926054000854,0
2020-02-05 00:00:00+00:00,1.104472041130066,1.1048502922058105,1.0998317003250122,1.1047282218933105,0
2020-02-06 00:00:00+00:00,1.1000494956970215,1.1012852191925049,1.0965512990951538,1.1002310514450073,0
2020-02-07 00:00:00+00:00,1.0981045961380005,1.0986994504928589,1.0946906805038452,1.0982975959777832,0
2020-02-10 00:00:00+00:00,1.0948705673217773,1.0961307287216187,1.090959906578064,1.0949305295944214,0
2020-02-11 00:00:00+00:00,1.091226577758789,1.0927003622055054,1.089348316192627,1.0913456678390503,0
2020-02-12 00:00:00+00:00,1.0921800136566162,1.0924997329711914,1.0887079238891602,1.091941475868225,0
2020-02-13 00:00:00+00:00,1.0876421928405762,1.0890873670578003,1.0835527181625366,1.0875948667526245,0
2020-02-14 00:00:00+00:00,1.0845986604690552,1.0862481594085693,1.0831302404403687,1.0845986604690552,0
2020-02-17 00:00:00+00:00,1.0840578079223633,1.0854003429412842,1.0830246210098267,1.0841753482818604,0
2020-02-18 00:00:00+00:00,1.0837054252624512,1.0839003324508667,1.078690528869629,1.0840108394622803,0
2020-02-19 00:00:00+00:00,1.0794706344604492,1.0808473825454712,1.0783600807189941,1.079540491104126,0
2020-02-20 00:00:00+00:00,1.080964207649231,1.0821000337600708,1.0779578685760498,1.081009864807129,0
2020-02-21 00:00:00+00:00,1.078771948814392,1.0863661766052246,1.078771948814392,1.078799843788147,0
2020-02-24 00:00:00+00:00,1.0838581323623657,1.0863661766052246,1.0808473825454712,1.0839051008224487,0
2020-02-25 00:00:00+00:00,1.084904670715332,1.088174819946289,1.083177089691162,1.0849199295043945,0
2020-02-26 00:00:00+00:00,1.0881001949310303,1.090358018875122,1.085564136505127,1.0881996154785156,0
2020-02-27 00:00:00+00:00,1.088565707206726,1.1005700826644897,1.088565707206726,1.0885894298553467,0
2020-02-28 00:00:00+00:00,1.0995535850524902,1.10527765750885,1.095158338546753,1.0997228622436523,0
2020-03-02 00:00:00+00:00,1.1052532196044922,1.116407871246338,1.1037284135818481,1.1051311492919922,0
2020-03-03 00:00:00+00:00,1.1144297122955322,1.120749592781067,1.1097301244735718,1.1144047975540161,0
2020-03-04 00:00:00+00:00,1.1177304983139038,1.1185681819915771,1.109693169593811,1.118067979812622,0
2020-03-05 00:00:00+00:00,1.113908290863037,1.1204482316970825,1.1121737957000732,1.113908290863037,0
2020-03-06 00:00:00+00:00,1.1223849058151245,1.135473370552063,1.1213905811309814,1.1223849058151245,0
2020-03-09 00:00:00+00:00,1.1386150121688843,1.1495838165283203,1.1356796026229858,1.1386020183563232,0
2020-03-10 00:00:00+00:00,1.1397439241409302,1.1422958374023438,1.1334141492843628,1.1397960186004639,0
2020-03-11 00:00:00+00:00,1.1316184997558594,1.1365960836410522,1.1259005069732666,1.1316505670547485,0
