open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1709096400,57207.49,57270.0,57057.14,57080.68,864.37314,1709099999,49414468.8227529,42864,431.99445,24696544.4170851,0
1709100000,57080.67,57193.17,57053.02,57185.81,789.28853,1709103599,45090155.0231363,41410,383.28514,21895724.9759404,0
1709103600,57185.81,58379.57,57144.99,58241.1,4799.2248,1709107199,277395647.9032584,205742,3020.06025,174539755.2640927,0
1709107200,58241.09,59487.88,58171.11,59448.42,7089.75606,1709110799,416583137.75726,230343,3900.92179,229241173.4431636,0
1709110800,59448.42,59485.53,58840.81,59300.01,4715.06668,1709114399,279008190.1682736,155973,2340.85274,138518048.3946812,0
1709114400,59300.01,59361.88,59010.01,59266.02,2990.3791,1709117999,176994682.0447997,98592,1400.35634,82875410.8761781,0
1709118000,59266.01,59494.06,58500.0,58941.11,4429.0011,1709121599,261745007.3396748,142475,2219.1812,131183706.749948,0
1709121600,58941.11,59433.49,58891.1,59354.2,3196.55254,1709125199,189368665.15635088,112844,1764.88561,104573003.425558,0
1709125200,59354.2,60800.0,59309.73,60454.77,9734.41519,1709128799,585390332.8212687,289753,5324.49685,320134739.0032762,0
1709128800,60454.76,61184.64,59800.0,60971.11,6963.38265,1709132399,420888145.640072,202903,3649.89695,220729313.76264152,0
1709132400,60971.11,61360.0,60591.1,60966.22,6474.56782,1709135999,394889604.7519784,176450,3330.13542,203128137.0015306,0
1709136000,60966.22,62478.0,60931.1,62412.01,6697.27512,1709139599,412563570.1532296,214329,3507.6176,216156504.0369256,0
1709139600,62412.0,64000.0,58700.0,61358.6,23219.73689,1709143199,1433205531.1937127,719444,11610.62714,716728422.5758713,0
1709143200,61358.59,61500.02,59200.0,61101.99,10065.13269,1709146799,608546054.3289864,338682,4852.81474,293406257.1263266,0
1709146800,61102.0,61496.61,60610.0,60951.11,5433.4234,1709150399,332050546.6653816,160948,2771.45822,169386312.0553654,0
1709150400,60951.1,61099.0,59932.2,60403.21,5777.99709,1709153999,348635442.3725928,158371,2996.4205,180793632.9161615,0
1709154000,60403.2,60605.0,59797.57,60550.46,3503.10263,1709157599,211260293.8292832,107348,1871.22104,112866341.2412838,0
1709157600,60550.45,61375.0,60496.38,61274.94,2774.8148,1709161199,169519160.492786,96959,1650.96221,100850492.8831686,0
1709161200,61274.95,62647.04,61264.34,62432.1,4458.44859,1709164799,277364836.64030325,159669,2613.48558,162531221.1787944,0
1709164800,62432.11,62438.22,61200.11,61359.99,3948.13308,1709168399,243863768.6870172,149178,1849.4223,114241512.5727157,0
1709168400,61359.99,61516.01,61021.1,61376.07,2210.5603,1709171999,135493704.9735595,91082,1096.06857,67187807.1783894,0
1709172000,61376.06,61742.01,61081.1,61740.29,2054.49875,1709175599,126162361.8112317,92414,1045.10693,64187071.9860712,0
1709175600,61740.3,61740.3,61132.05,61561.33,1870.83638,1709179199,114920689.325891,91734,956.68613,58770340.1038828,0
1709179200,61561.34,62675.22,61334.59,62443.9,3155.73295,1709182799,195828745.64173287,157719,1738.93868,107914768.1930548,0
1709182800,62443.89,62666.66,61811.1,62540.91,2736.43945,1709186399,170129583.8119095,126316,1495.78473,93009919.126392,0
1709186400,62540.91,63676.35,62481.1,63000.0,5844.62256,1709189999,369179832.77312577,230965,3197.07479,201892689.6507742,0
1709190000,63000.01,63158.8,62548.75,62707.17,3194.35961,1709193599,200730211.712061,134870,1713.85857,107702591.1593382,0
1709193600,62707.17,63125.55,62318.38,62785.28,4218.17488,1709197199,264650557.4377974,152471,1980.62645,124296450.1771419,0
1709197200,62785.29,62963.46,62259.14,62686.39,2290.03437,1709200799,143423009.3896378,102024,1135.05516,71097359.7211565,0
1709200800,62686.38,62779.69,62111.1,62703.29,2306.60347,1709204399,144074637.1785708,89872,1197.06681,74779493.7952561,0
1709204400,62703.29,63340.95,62602.0,62936.02,3103.99204,1709207999,195473424.736041,106952,1666.60617,104947255.1865283,0
1709208000,62936.02,63035.88,62300.14,62661.05,2788.00282,1709211599,174555721.4855041,119081,1317.43404,82482647.3081294,0
1709211600,62661.05,63040.0,62051.11,62931.66,3475.87367,1709215199,217824057.19212848,151044,1691.53552,106012465.070764,0
1709215200,62931.66,63531.88,62761.1,62902.77,4152.43431,1709218799,262012590.48069608,141416,2230.90918,140773673.7945732,0
1709218800,62902.78,63288.0,62566.01,62768.02,2560.43081,1709222399,161150454.8366512,103808,1356.84251,85406959.8873039,0
1709222400,62768.01,62879.3,61501.0,62171.97,4698.8936,1709225999,292457090.8883033,196305,2070.07353,128835002.9836393,0
1709226000,62171.97,62406.7,60501.0,60982.35,6167.99495,1709229599,378243775.2322868,226260,2750.9601,168713937.9713752,0
1709229600,60982.35,61510.0,60364.7,60800.0,3616.29438,1709233199,220419900.9858124,153377,1813.47764,110533860.2799528,0
1709233200,60799.99,61635.95,60605.93,61600.0,2635.05817,1709236799,161243867.9672614,102040,1495.6444,91514922.3807312,0
1709236800,61599.99,62285.47,61521.73,61934.73,3755.2201,1709240399,232865858.25372633,134615,2034.05322,126112613.3050367,0
1709240400,61934.73,61999.75,60584.07,61374.94,4040.13908,1709243999,247058164.26590407,172038,1810.42281,110693443.6781155,0
1709244000,61374.95,61474.81,60672.82,61224.02,1906.5663,1709247599,116547472.039877,85211,945.54186,57811199.3761298,0
1709247600,61224.02,61536.94,60998.51,61130.98,1694.18,1709251199,103903390.1693536,58613,873.87921,53597519.9821991,0
1709251200,61130.99,61749.0,61126.0,61501.11,1867.79902,1709254799,114776037.6150772,66804,1026.79855,63094278.6041541,0
1709254800,61501.1,61566.95,61125.4,61214.35,1552.25486,1709258399,95238479.2379882,55790,724.0459,44427452.9645665,0
1709258400,61214.35,61214.36,60781.25,60980.0,1600.91093,1709261999,97595793.8655924,62324,742.72814,45277701.7431623,0
1709262000,60980.0,61222.22,60777.0,61105.91,1324.6116,1709265599,80779650.3326734,58425,714.24953,43559999.978587,0
1709265600,61105.92,61524.09,61061.11,61524.09,1067.62569,1709269199,65443491.3496299,44794,630.30296,38639995.1638582,0
1709269200,61524.08,61546.35,61295.86,61312.01,1069.63815,1709272799,65711229.09768,44724,481.3541,29572353.8164482,0
1709272800,61312.01,61761.0,61201.1,61568.18,1365.94904,1709276399,84055173.3334059,78240,715.56052,44037610.7306574,0
1709276400,61568.18,61772.82,61383.98,61434.0,2216.19216,1709279999,136366171.1115785,97314,1035.41466,63720494.4788797,0
1709280000,61434.0,62243.53,61316.67,61908.62,3160.49057,1709283599,195580865.7911387,138054,1637.34795,101301602.9295342,0
1709283600,61908.63,62188.0,61854.33,62129.15,2033.75971,1709287199,126297447.5563638,61195,1076.0933,66829055.9575341,0
1709287200,62129.14,62188.0,61859.29,61991.11,1774.98071,1709290799,110114669.6105101,60737,755.33864,46863145.6589676,0
1709290800,61991.1,62110.0,61811.01,61863.72,1483.04892,1709294399,91897130.0884216,62406,725.14196,44932823.5479385,0
1709294400,61863.71,62574.99,61855.1,62230.0,2151.79345,1709297999,133999163.185802,112782,1173.835,73096489.3395742,0
1709298000,62230.01,62677.06,62193.55,62457.98,2025.40049,1709301599,126520641.9103999,95190,1147.64462,71692505.8686137,0
1709301600,62457.99,62486.0,61525.66,61948.3,2949.09972,1709305199,182928250.9327372,141590,1285.09933,79691421.7275157,0
1709305200,61948.3,62181.81,61131.01,61263.99,2844.98539,1709308799,175395037.5633106,129755,1345.97803,82999705.4077633,0
1709308800,61263.98,61626.16,61234.0,61427.38,2229.98066,1709312399,136961902.0265733,88627,1106.28144,67942159.6702679,0
1709312400,61427.38,62097.38,61427.37,61909.98,2176.74646,1709315999,134579028.3216956,79727,1209.43178,74776385.5267863,0
1709316000,61909.98,62494.31,61822.82,62333.52,1934.99119,1709319599,120329989.6558793,74459,1023.99011,63674133.3160644,0
1709319600,62333.52,62361.15,61964.11,62215.5,1544.63743,1709323199,96025745.6499413,50451,727.93785,45254133.9576175,0
1709323200,62215.51,63114.23,62215.5,62861.11,3527.43294,1709326799,220898436.414415,119895,2007.79497,125765066.633816,0
1709326800,62861.1,62884.36,62258.83,62520.47,2697.92463,1709330399,168955320.0194885,97719,1315.75535,82399107.151039,0
1709330400,62520.47,62674.92,62318.32,62490.09,1654.26582,1709333999,103333949.4233161,64380,759.72256,47456104.3294562,0
1709334000,62490.09,62725.92,62355.3,62387.9,1483.41519,1709337599,92753773.8724113,62062,827.85527,51767415.597154,0
1709337600,62387.9,62433.19,62101.78,62299.99,1575.64382,1709341199,98134045.661118,71456,773.92623,48199790.0728035,0
1709341200,62300.0,62306.7,61950.0,62030.01,1247.33022,1709344799,77470453.7340771,62837,527.43184,32760165.7142399,0
1709344800,62030.01,62216.71,61949.03,62111.18,1153.46042,1709348399,71594076.6831337,56088,607.80296,37727001.1134771,0
1709348400,62111.18,62426.7,62025.0,62307.45,1465.47878,1709351999,91188664.1141249,67185,802.6187,49942272.9499908,0
1709352000,62307.45,62307.45,62035.95,62035.95,1147.71004,1709355599,71357422.2167503,56098,516.23228,32094572.2961062,0
1709355600,62035.95,62079.99,61752.3,62006.55,1415.65823,1709359199,87666755.3218673,65329,637.30577,39462911.682021,0
1709359200,62006.55,62256.0,61930.0,61946.0,1059.53378,1709362799,65804883.6186805,57826,543.92419,33783942.8318754,0
1709362800,61946.0,62041.7,61790.98,62011.85,1223.45307,1709366399,75753748.7756583,86425,606.36747,37544972.1993986,0
1709366400,62011.85,62123.0,61779.61,61939.64,1101.8718,1709369999,68269588.1149523,91709,484.49995,30022067.3405177,0
1709370000,61939.63,61988.0,61641.1,61843.06,1462.58666,1709373599,90388199.4416265,110360,631.40203,39019208.6009926,0
1709373600,61843.07,62020.0,61806.46,61904.86,1000.91557,1709377199,61991995.7267008,70544,517.06302,32022721.5570113,0
1709377200,61904.86,62040.0,61826.32,61826.32,846.19786,1709380799,52403562.4091586,74278,390.45356,24181584.8652453,0
1709380800,61826.32,62167.79,61820.0,62078.66,829.02145,1709384399,51405008.2025898,67031,437.34122,27121335.3426637,0
1709384400,62078.66,62078.66,61803.69,61803.69,827.32071,1709387999,51242533.092091,64009,338.50174,20965788.6925732,0
1709388000,61803.69,61911.41,61561.12,61840.12,1397.28357,1709391599,86288418.9125595,118525,713.47823,44063791.9925311,0
1709391600,61840.12,61981.71,61709.89,61771.2,1247.72511,1709395199,77179107.4593686,83190,669.78767,41427038.1609573,0
1709395200,61771.21,61873.69,61625.0,61854.29,1037.58442,1709398799,64082842.414706,80702,518.74663,32036928.8129127,0
1709398800,61854.29,61944.97,61740.21,61761.11,688.29637,1709402399,42575171.4416755,56067,335.56202,20757742.2940307,0
1709402400,61761.12,62024.3,61741.1,62024.29,640.04591,1709405999,39626913.2580888,47355,358.93542,22223594.0061683,0
1709406000,62024.29,62114.77,61954.0,62114.77,1052.36125,1709409599,65280783.2590441,75640,651.87753,40438876.0812345,0
1709409600,62114.76,62200.0,61762.05,61873.2,1163.76246,1709413199,72052954.8829989,54930,633.11991,39189818.7341308,0
1709413200,61873.19,62020.35,61821.67,61898.73,631.68978,1709416799,39097572.0244662,40303,383.64568,23744147.3668838,0
1709416800,61898.73,61944.22,61685.01,61685.02,523.14956,1709420399,32354171.9834054,35147,214.44916,13265589.7102853,0
1709420400,61685.01,62071.76,61685.01,61987.28,796.65575,1709423999,49358101.085251,48774,396.904,24587189.6682218,0
1709424000,61987.28,61996.17,61731.71,61736.9,1008.13454,1709427599,62346818.5275978,62507,458.30795,28340586.5169191,0
1709427600,61736.9,61900.04,61733.25,61795.53,676.90745,1709431199,41838584.8345731,51243,301.2026,18616816.8455527,0
1709431200,61795.52,61808.74,61642.39,61808.73,625.62928,1709434799,38625595.0240889,49717,327.58627,20224048.1627912,0
1709434800,61808.73,62000.0,61785.86,61931.09,816.42779,1709438399,50564358.3470257,56040,480.66752,29771341.0001781,0
1709438400,61931.09,62100.0,61905.01,62016.25,778.99062,1709441999,48317864.0950242,55736,434.91042,26975050.1066062,0
1709442000,62016.25,62044.26,61900.0,61900.0,718.92986,1709445599,44534412.3272473,56533,361.07095,22366100.9915008,0
1709445600,61900.0,62043.0,61763.32,61865.01,802.59416,1709449199,49676907.5615287,68359,393.02209,24326646.6613891,0
1709449200,61865.01,61893.74,61320.0,61598.0,2530.94297,1709452799,155900410.9473238,192981,1190.89429,73349837.562167,0
1709452800,61598.01,61710.52,61393.83,61597.11,1475.61089,1709456399,90845612.4159408,110958,732.99722,45127300.7042591,0
1709456400,61597.1,61890.96,61556.0,61715.05,1108.63547,1709459999,68475244.055037,68096,552.3127,34116762.7626311,0
1709460000,61715.05,61807.3,61606.68,61655.57,736.22474,1709463599,45427573.3974036,45252,331.89367,20479234.4545827,0
1709463600,61655.58,61831.1,61616.31,61831.1,622.38251,1709467199,38426308.9104774,48159,305.7661,18878045.3564975,0
1709467200,61831.1,62640.18,61821.09,62184.02,3311.36946,1709470799,206341852.6274998,274376,1775.15415,110582558.1614978,0
1709470800,62184.03,62414.24,61954.2,62393.86,1497.09153,1709474399,93111747.8793414,113845,768.71807,47816770.914732,0
1709474400,62393.85,62440.89,62102.68,62102.68,1115.32821,1709477999,69451695.5269426,79597,572.22782,35635357.7560773,0
1709478000,62102.68,62259.63,62102.68,62164.63,762.11595,1709481599,47393785.4510918,62632,366.93714,22819147.870696,0
1709481600,62164.63,62861.91,62088.0,62845.15,2125.19567,1709485199,132891374.3721827,106440,1253.05668,78349323.2921299,0
1709485200,62845.14,62989.0,62458.01,62570.01,1725.46165,1709488799,108262013.8521225,90105,891.18899,55921463.5652733,0
1709488800,62570.01,62863.68,62570.0,62811.1,957.69137,1709492399,60075721.5302378,60591,501.56021,31460417.2749281,0
1709492400,62811.1,62857.0,62653.89,62730.0,814.77449,1709495999,51121550.0468997,59993,384.98781,24154337.3678726,0
1709496000,62730.0,62859.99,62580.0,62757.99,843.07635,1709499599,52885404.2305131,51386,395.49832,24808573.865567,0
1709499600,62758.0,62828.18,62623.76,62827.11,652.28143,1709503199,40920349.6176026,43335,319.10493,20019378.8144117,0
1709503200,62827.11,63231.88,62700.0,62827.43,2007.2349,1709506799,126476138.032871,101754,1101.60856,69413270.7319394,0
1709506800,62827.42,63151.65,62700.0,63113.97,1281.87774,1709510399,80624949.3337725,82376,704.51154,44316612.9906434,0
1709510400,63113.97,64268.24,62300.0,63459.3,6837.79487,1709513999,434271426.3055111,268216,3926.97426,249530479.63801512,0
1709514000,63459.29,63833.02,63251.1,63512.41,2273.39458,1709517599,144479003.755945,125826,1155.81181,73459993.6358651,0
1709517600,63512.42,63881.66,63100.0,63687.43,2060.45884,1709521199,130899209.6492392,115813,1003.28738,63755922.7971611,0
1709521200,63687.42,63754.45,63355.0,63458.72,1392.06462,1709524799,88473626.9253829,104669,740.98042,47096565.0879389,0
1709524800,63458.71,63775.0,63366.31,63634.36,1288.33608,1709528399,81915408.3918273,100626,673.76517,42837095.278753,0
1709528400,63634.36,63706.0,63210.0,63358.0,1306.44986,1709531999,82862756.8704593,74823,640.85829,40647652.4863651,0
1709532000,63357.99,63698.0,63326.98,63689.17,1230.33362,1709535599,78167689.1632631,81364,647.54817,41146505.8955843,0
1709535600,63689.16,64300.0,63480.64,64066.62,2829.84281,1709539199,180871127.4683904,204331,1577.4246,100845054.1524278,0
1709539200,64066.62,65500.0,64000.11,65241.08,7633.2073,1709542799,495358812.8366904,345431,4334.33463,281256047.79741913,0
1709542800,65241.08,65555.0,64625.59,65290.29,4013.01109,1709546399,261469784.51092473,200983,2118.58774,138039299.0014959,0
1709546400,65290.29,65311.1,64723.5,65068.18,2646.38577,1709549999,171986757.1215757,125792,1341.49051,87187312.6990545,0
1709550000,65068.18,65230.0,64812.9,65230.0,1709.8766,1709553599,111154262.5636625,101755,887.41438,57701742.6599744,0
1709553600,65229.99,65250.36,64868.66,65123.7,1899.61437,1709557199,123572122.3761191,107383,1112.57321,72370311.7166692,0
1709557200,65123.69,65646.11,65039.66,65111.21,3081.38545,1709560799,201424483.9106232,154650,1716.18365,112203522.2043838,0
1709560800,65111.22,66382.19,64533.67,66169.41,7877.21398,1709564399,517307340.55925345,290496,4499.20856,295617325.3061209,0
1709564400,66169.41,66580.29,65843.17,66451.65,3831.5885,1709567999,253724210.9145168,166885,1961.83548,129935655.6316397,0
1709568000,66451.65,66800.0,66039.31,66539.82,4000.91641,1709571599,265936984.9718802,170208,1998.53157,132862890.0781163,0
1709571600,66539.82,67524.99,66160.23,66858.74,6258.88253,1709575199,419218615.15991765,225253,3364.58566,225395189.2074541,0
1709575200,66858.74,67080.0,66100.0,66617.57,4074.6871,1709578799,271118006.9479592,171089,1861.46133,123882938.935222,0
1709578800,66617.57,67450.0,66320.6,67405.26,2978.62021,1709582399,199319603.64946648,129071,1606.19733,107473722.215616,0
1709582400,67405.25,67770.0,67062.5,67427.16,4119.33281,1709585999,277604412.6847673,170965,2157.76573,145425850.9604378,0
1709586000,67427.17,67644.59,66755.79,67404.86,3148.03637,1709589599,211409280.592211,130720,1512.30631,101571831.4241266,0
1709589600,67404.85,67929.12,67245.28,67929.11,2870.13572,1709593199,193963604.6201101,120371,1559.81404,105453447.1436631,0
1709593200,67929.12,68499.0,67448.92,68245.71,5473.59056,1709596799,372369005.13155615,201133,2920.14617,198699681.73221648,0
1709596800,68245.71,68443.72,67767.76,68034.01,2649.22191,1709600399,180447290.54145,121059,1293.11761,88087046.84685,0
1709600400,68034.0,68686.8,67981.1,68506.04,3390.31171,1709603999,231864654.8999356,160440,1842.32163,126028977.7011081,0
1709604000,68506.05,68543.08,67741.55,68137.81,3067.68382,1709607599,209052458.5324444,141016,1347.40075,91821613.7660812,0
1709607600,68137.81,68223.3,67535.31,68113.94,2341.04574,1709611199,159090516.5458141,140175,1101.91347,74887589.901706,0
1709611200,68113.95,68384.54,66785.31,67326.17,4171.83631,1709614799,282423200.8436101,194523,1825.47419,123640838.6699316,0
1709614800,67326.18,67326.18,65089.0,66961.09,6913.37723,1709618399,459870209.1730451,349401,3256.33601,216644736.2085964,0
1709618400,66961.1,67465.2,66624.36,67286.8,2731.31903,1709621999,183456181.64194888,134999,1542.07559,103576346.3154486,0
1709622000,67286.8,67344.89,66100.0,66129.64,3963.75801,1709625599,264353449.9952044,147586,1905.49707,127102534.3197478,0
1709625600,66129.64,66884.72,65515.15,66866.75,4551.09554,1709629199,302089465.0278959,193961,2260.88908,150108838.4055118,0
1709629200,66866.75,66880.65,66052.0,66407.89,2460.51292,1709632799,163616414.7716964,119521,1198.0044,79666978.7822232,0
1709632800,66407.88,67150.0,66407.88,66810.18,2584.25114,1709636399,172742338.7992313,121112,1467.49569,98088687.4017286,0
1709636400,66810.18,66895.61,66490.0,66656.31,2343.04903,1709639999,156271019.5934489,103740,1218.16726,81243721.2400682,0
1709640000,66656.32,67326.52,66581.81,67325.03,2473.50857,1709643599,165819291.4292389,114195,1401.71659,93999767.9352342,0
1709643600,67325.03,68025.94,67312.38,67770.01,3554.0458,1709647199,240699358.4254532,158045,2111.17235,142980349.6801239,0
1709647200,67770.02,68789.0,67244.0,68710.41,5657.66389,1709650799,385225720.2281171,236574,3180.64798,216720286.843113,0
1709650800,68710.41,69000.0,66370.0,66773.05,10823.0126,1709654399,731993272.2033242,407687,5384.76928,364558799.5563503,0
1709654400,66773.05,66996.36,64539.21,65495.98,12086.98528,1709657999,792006259.6640675,442144,5692.56514,373045915.11619186,0
1709658000,65495.98,65628.16,63370.56,65575.2,9821.4248,1709661599,633763804.6259441,340275,4774.18993,308304693.7773988,0
1709661600,65575.21,65575.21,63677.96,63988.37,5155.40483,1709665199,332656345.7506207,171184,2358.16365,152120079.9815895,0
1709665200,63988.37,64244.49,59005.0,61410.98,15733.56404,1709668799,977694593.7499832,519761,6946.64356,432122383.84089607,0
1709668800,61410.98,63158.52,61167.91,61886.32,12043.45143,1709672399,751033168.9831419,437377,6235.38764,388941649.3501897,0
1709672400,61886.32,63979.99,61870.0,63264.24,7553.16632,1709675999,477783145.6127159,275823,4067.1824,257247643.4713124,0
1709676000,63264.23,63574.26,62471.62,63397.99,3203.2156,1709679599,202059926.8890161,152339,1728.41614,109058436.7840883,0
1709679600,63397.99,64367.27,63240.96,63724.01,3423.87575,1709683199,218514503.3597935,127769,1852.29785,118207643.7481606,0
1709683200,63724.01,64146.45,63390.0,63429.18,3066.23463,1709686799,195534128.62668952,101808,1489.91799,95030590.9120173,0
1709686800,63429.17,63780.06,63088.25,63108.6,2268.1154,1709690399,143829714.1626972,85488,1075.55537,68207457.6135076,0
1709690400,63108.6,63500.0,62779.14,62795.0,2225.54943,1709693999,140654747.0277076,93618,996.78804,63009307.3749843,0
1709694000,62795.0,63373.14,62785.97,63263.21,1935.98746,1709697599,122220363.3362928,95512,1012.89798,63939824.4520831,0
1709697600,63263.22,64611.97,63263.21,64607.98,2668.36023,1709701199,170432339.5766806,179798,1532.26458,97871679.8707006,0
1709701200,64607.97,66414.79,64259.33,66406.8,6168.77268,1709704799,404104996.8215402,290977,3481.0475,227986593.6646888,0
1709704800,66406.8,66524.0,65711.22,65737.22,3367.45553,1709708399,222467459.9897992,115112,1699.12226,112267833.6090166,0
1709708400,65737.22,66761.1,65500.0,66676.46,3003.57218,1709711999,198606475.0571244,135754,1678.51742,111008071.0824993,0
1709712000,66676.46,67641.1,66568.03,66941.23,5442.97077,1709715599,365378730.39122176,202479,2908.61719,195229826.0060999,0
1709715600,66941.22,67361.1,66041.63,66120.14,3783.99389,1709719199,252844413.0418344,155265,1762.36024,117793138.6092165,0
1709719200,66120.15,66764.7,66109.89,66660.36,2350.22309,1709722799,156341653.58375,101472,1198.68795,79741010.2906857,0
1709722800,66660.36,67323.0,66397.01,67301.31,2739.6897,1709726399,183407698.69790992,121176,1432.07766,95871685.9849186,0
1709726400,67301.31,67592.31,64664.92,65929.5,6219.00753,1709729999,412118305.7831061,276456,2868.38429,190073617.2550314,0
1709730000,65929.5,66639.06,65316.19,66327.48,4751.28348,1709733599,313933270.9021996,206468,2358.10508,155845982.3153586,0
1709733600,66327.47,67219.77,65870.0,65896.75,5715.4086,1709737199,381090492.8012899,212729,3067.42839,204599946.4001558,0
1709737200,65896.76,66680.91,65280.99,66481.12,4714.26463,1709740799,311763435.9422963,178505,2343.40532,154986545.2450988,0
1709740800,66481.12,67120.04,66221.1,67086.0,2776.03654,1709744399,185145726.79040128,134095,1462.25363,97545931.0273076,0
1709744400,67086.01,67347.0,66647.19,67324.84,2524.22632,1709747999,169043122.5382487,110884,1356.58553,90846604.7079548,0
1709748000,67324.84,67465.0,66610.0,67084.18,2652.16765,1709751599,177865038.4121642,114120,1470.4397,98634903.1208958,0
1709751600,67084.18,67230.0,66624.39,66739.48,2722.33168,1709755199,182285507.116664,100376,1413.59677,94671645.0369724,0
1709755200,66739.49,67363.58,66661.1,66888.24,2582.13217,1709758799,173120761.1952833,87098,1345.65788,90215380.8043469,0
1709758800,66888.23,66888.24,66280.0,66417.72,2069.90107,1709762399,137804992.7009643,80079,960.7752,63978735.9514295,0
1709762400,66417.72,66482.54,65896.25,65916.53,1354.44475,1709765999,89694356.8926567,59894,560.39417,37121963.4144436,0
1709766000,65916.53,66256.34,65714.17,66074.04,1636.7255,1709769599,108055305.2087535,63818,869.44582,57404885.4575485,0
1709769600,66074.04,66250.06,65700.79,66198.31,1799.35933,1709773199,118851380.5623548,71183,1007.68581,66573405.0535496,0
1709773200,66198.3,66430.0,65551.0,66410.0,2168.47032,1709776799,143026692.6020138,90437,1163.89548,76791262.6373171,0
1709776800,66409.99,66467.88,65870.0,66101.1,2187.63959,1709780399,144771638.2467581,91504,1191.11492,78831919.9253162,0
1709780400,66101.1,66374.7,65836.86,65847.29,1593.53388,1709783999,105307353.228301,73472,844.25349,55800690.7590599,0
1709784000,65847.3,66164.75,65657.59,65843.57,1430.36769,1709787599,94325906.8878562,72048,769.75162,50767472.6710974,0
1709787600,65843.58,66123.06,65662.72,65800.0,1692.79854,1709791199,111561862.1726889,78490,956.20188,63021867.4702033,0
1709791200,65800.0,66192.4,65675.1,65871.97,1682.0843,1709794799,110910268.5064398,74403,894.07839,58947131.2466162,0
1709794800,65871.98,66469.05,65781.1,66387.78,1873.85566,1709798399,123968715.2581323,97943,1083.73944,71688455.6436665,0
1709798400,66387.77,67014.0,66341.11,66665.41,2797.61595,1709801999,186746695.23741913,146347,1501.39412,100217270.2831681,0
1709802000,66665.4,66893.69,66523.14,66710.32,1520.84473,1709805599,101508798.2268362,101838,775.75359,51780407.0047047,0
1709805600,66710.33,66944.15,66634.74,66898.35,1567.938,1709809199,104723393.6450812,97160,787.41903,52593944.513144,0
1709809200,66898.35,67275.2,66456.27,66905.34,2676.26362,1709812799,178897981.5108025,123016,1431.71045,95729858.8809609,0
1709812800,66905.34,67113.9,66575.52,66712.44,2108.22933,1709816399,141016100.3430371,80440,1003.95603,67163734.0257193,0
1709816400,66712.43,67010.0,66592.52,66905.69,1732.19859,1709819999,115760499.5259252,86488,916.26607,61226662.2355583,0
1709820000,66905.68,67899.0,66541.1,67024.98,6281.95117,1709823599,422385059.4687392,305593,3296.93543,221700104.9281453,0
1709823600,67024.99,67579.31,66750.0,67260.01,3483.08736,1709827199,233876447.5319963,154816,1751.74341,117637143.0914383,0
1709827200,67260.01,67466.07,67012.0,67304.02,2585.16985,1709830799,173799370.0636174,97854,1314.32533,88366430.7894685,0
1709830800,67304.01,67980.0,67224.46,67592.92,3522.57966,1709834399,238466808.4798626,133237,1849.5212,125215256.1623471,0
1709834400,67592.92,67770.0,67416.01,67601.21,1720.96441,1709837999,116296399.2661688,84931,865.67692,58497914.8616877,0
1709838000,67601.21,67848.48,67215.7,67498.02,1718.73107,1709841599,115997399.3667382,78445,895.48992,60430744.9833881,0
1709841600,67498.03,67914.74,67461.1,67537.67,2307.3783,1709845199,156209504.0390395,92358,1248.19423,84505591.2312988,0
1709845200,67537.67,67574.62,67061.1,67239.67,2266.6622,1709848799,152473201.3055646,87933,1176.35559,79125299.9645195,0
1709848800,67239.68,67481.1,66970.02,67102.18,1093.59733,1709852399,73558891.0904934,53944,580.88302,39078037.5311026,0
1709852400,67102.19,67167.67,66810.32,66823.17,1248.56602,1709855999,83647672.7077423,54347,629.31765,42164078.0885524,0
1709856000,66823.18,67107.49,66757.0,67072.65,1571.12888,1709859599,105061481.5152383,59485,772.5765,51665854.6029781,0
1709859600,67072.65,67256.18,66810.89,66936.02,1716.73892,1709863199,115070938.8840002,72681,804.90566,53959660.7470633,0
1709863200,66936.01,67120.13,66833.47,67117.37,1145.2203,1709866799,76674884.2696335,62219,602.30866,40328158.4230901,0
1709866800,67117.37,67254.22,66988.96,67156.09,1203.04321,1709870399,80750994.1105844,60382,665.44843,44665269.3752634,0
1709870400,67156.09,67238.2,66995.0,67069.22,818.14492,1709873999,54905132.1958082,41476,480.66574,32258964.9508082,0
1709874000,67069.22,67103.67,66782.22,66909.99,1004.9762,1709877599,67245980.0808737,52274,482.32442,32275801.2005166,0
1709877600,66910.0,67590.0,66841.1,67563.6,1501.80353,1709881199,100852017.1286675,75615,840.97313,56478725.4568161,0
1709881200,67563.6,67640.45,67153.74,67223.02,2203.91313,1709884799,148556032.2914756,88682,918.82919,61935076.2119734,0
1709884800,67223.02,67390.0,67038.71,67208.55,1261.19908,1709888399,84769501.6387907,65094,634.34288,42636806.7076551,0
1709888400,67208.56,67395.0,67040.76,67121.39,1933.98727,1709891999,129947544.0822837,86407,830.52079,55803841.9271614,0
1709892000,67121.39,67396.0,67100.0,67336.66,1266.13014,1709895599,85181149.1380187,68374,656.77017,44180549.049589,0
1709895600,67336.66,67753.4,67258.38,67741.21,1946.23046,1709899199,131307316.9343492,72158,1025.77097,69215650.1567604,0
