lastUpdateId,bids,asks
45167483273,"['69233.20000000', '0.01309000']","['69367.82000000', '0.40000000']"
45167483273,"['69233.19000000', '0.00015000']","['69367.98000000', '0.00253000']"
45167483273,"['69232.79000000', '0.00072000']","['69367.99000000', '0.00321000']"
45167483273,"['69232.68000000', '0.00100000']","['69368.11000000', '0.00008000']"
45167483273,"['69232.35000000', '0.00142000']","['69368.76000000', '0.33894000']"
45167483273,"['69231.15000000', '0.00056000']","['69369.54000000', '0.28905000']"
45167483273,"['69230.01000000', '0.07347000']","['69369.84000000', '0.52972000']"
45167483273,"['69230.00000000', '0.12237000']","['69370.00000000', '0.08916000']"
45167483273,"['69229.61000000', '1.22848000']","['69370.20000000', '0.36084000']"
45167483273,"['69229.60000000', '2.04747000']","['69370.55000000', '0.02800000']"
45167483273,"['69229.23000000', '0.00721000']","['69371.38000000', '0.00015000']"
45167483273,"['69229.06000000', '0.01370000']","['69371.80000000', '0.30054000']"
45167483273,"['69228.93000000', '0.01505000']","['69371.81000000', '0.68759000']"
45167483273,"['69228.37000000', '0.01443000']","['69372.79000000', '0.10502000']"
45167483273,"['69228.24000000', '0.42378000']","['69373.00000000', '0.00008000']"
45167483273,"['69227.89000000', '0.20000000']","['69373.01000000', '0.00027000']"
45167483273,"['69227.76000000', '0.00015000']","['69373.06000000', '0.16718000']"
45167483273,"['69227.75000000', '0.01528000']","['69373.13000000', '0.60000000']"
45167483273,"['69227.68000000', '0.00020000']","['69373.48000000', '0.00450000']"
45167483273,"['69227.16000000', '0.20000000']","['69373.89000000', '0.00142000']"
45167483273,"['69226.91000000', '0.00793000']","['69374.85000000', '0.05173000']"
45167483273,"['69226.33000000', '0.20000000']","['69375.00000000', '0.00047000']"
