lastUpdateId,bids,asks
45167483273,"['69225.60000000', '0.00087000']","['69375.20000000', '0.00144000']"
45167483273,"['69225.25000000', '0.26003000']","['69375.55000000', '0.03204000']"
45167483273,"['69225.24000000', '0.43337000']","['69375.60000000', '0.00086000']"
45167483273,"['69225.20000000', '0.00144000']","['69376.27000000', '0.00030000']"
45167483273,"['69225.18000000', '0.01157000']","['69376.30000000', '0.00012000']"
45167483273,"['69224.91000000', '0.01916000']","['69376.32000000', '0.02825000']"
45167483273,"['69224.90000000', '0.00116000']","['69376.34000000', '0.00030000']"
45167483273,"['69224.22000000', '0.28905000']","['69376.41000000', '0.00030000']"
45167483273,"['69224.06000000', '0.02887000']","['69376.48000000', '0.00030000']"
45167483273,"['69223.89000000', '0.60000000']","['69376.55000000', '0.00030000']"
45167483273,"['69222.20000000', '0.00721000']","['69376.62000000', '0.00030000']"
45167483273,"['69221.99000000', '0.00032000']","['69376.69000000', '0.00030000']"
45167483273,"['69221.80000000', '0.01443000']","['69376.76000000', '0.00030000']"
45167483273,"['69221.72000000', '0.02258000']","['69376.83000000', '0.00030000']"
45167483273,"['69221.53000000', '0.18818000']","['69376.90000000', '0.00030000']"
45167483273,"['69220.90000000', '0.00116000']","['69376.97000000', '0.00030000']"
45167483273,"['69220.89000000', '0.01149000']","['69377.04000000', '0.00030000']"
45167483273,"['69220.76000000', '0.00025000']","['69377.10000000', '0.00018000']"
45167483273,"['69220.65000000', '0.17062000']","['69377.11000000', '0.00030000']"
45167483273,"['69220.64000000', '0.03002000']","['69377.18000000', '0.00030000']"
45167483273,"['69220.45000000', '0.02825000']","['69377.25000000', '0.00030000']"
45167483273,"['69220.00000000', '0.08947000']","['69377.32000000', '0.00030000']"
45167483273,"['69219.74000000', '0.00014000']","['69377.39000000', '0.00030000']"
45167483273,"['69219.69000000', '0.28436000']","['69377.46000000', '0.00030000']"
45167483273,"['69218.87000000', '0.00014000']","['69377.47000000', '0.15945000']"
45167483273,"['69218.60000000', '0.30644000']","['69377.48000000', '0.26560000']"
45167483273,"['69217.43000000', '0.51060000']","['69377.53000000', '0.00030000']"
45167483273,"['69216.58000000', '0.02887000']","['69377.60000000', '0.00030000']"
45167483273,"['69214.77000000', '0.00028000']","['69377.67000000', '0.00030000']"
45167483273,"['69214.66000000', '0.05069000']","['69377.74000000', '0.00030000']"
45167483273,"['69214.09000000', '0.25436000']","['69377.81000000', '0.00030000']"
45167483273,"['69214.08000000', '0.42378000']","['69377.88000000', '0.00030000']"
45167483273,"['69213.94000000', '0.07215000']","['69377.95000000', '0.00030000']"
45167483273,"['69213.84000000', '0.28926000']","['69378.02000000', '0.00030000']"
45167483273,"['69212.94000000', '0.00324000']","['69378.09000000', '0.00030000']"
45167483273,"['69211.86000000', '0.07213000']","['69378.11000000', '1.58770000']"
45167483273,"['69211.34000000', '0.00261000']","['69378.16000000', '0.00030000']"
45167483273,"['69210.68000000', '0.05372000']","['69378.17000000', '0.00100000']"
45167483273,"['69210.60000000', '0.00260000']","['69378.23000000', '0.00030000']"
45167483273,"['69210.02000000', '0.00008000']","['69378.30000000', '0.00030000']"
45167483273,"['69210.00000000', '0.08948000']","['69378.37000000', '0.00030000']"
45167483273,"['69208.68000000', '0.17341000']","['69378.44000000', '0.00030000']"
45167483273,"['69208.67000000', '0.28888000']","['69378.51000000', '0.00030000']"
45167483273,"['69208.19000000', '0.00184000']","['69378.57000000', '0.43242000']"
45167483273,"['69208.18000000', '0.00322000']","['69378.58000000', '0.00030000']"
45167483273,"['69207.56000000', '0.00377000']","['69378.65000000', '0.00030000']"
45167483273,"['69206.92000000', '0.00023000']","['69378.72000000', '0.00030000']"
45167483273,"['69206.28000000', '0.02825000']","['69378.79000000', '0.00030000']"
45167483273,"['69205.00000000', '0.00010000']","['69378.86000000', '0.00030000']"
45167483273,"['69204.42000000', '0.17346000']","['69378.93000000', '0.00030000']"
45167483273,"['69204.37000000', '0.00100000']","['69379.00000000', '0.00030000']"
45167483273,"['69203.46000000', '0.28905000']","['69379.03000000', '0.00017000']"
45167483273,"['69201.12000000', '0.00013000']","['69379.07000000', '0.00041000']"
45167483273,"['69201.10000000', '0.00300000']","['69379.10000000', '0.00015000']"
45167483273,"['69201.00000000', '0.01434000']","['69379.14000000', '0.00030000']"
45167483273,"['69200.99000000', '0.00194000']","['69379.21000000', '0.00030000']"
45167483273,"['69200.91000000', '0.00290000']","['69379.28000000', '0.00030000']"
45167483273,"['69200.90000000', '0.00116000']","['69379.35000000', '0.00030000']"
45167483273,"['69200.41000000', '1.95239000']","['69379.42000000', '0.00030000']"
45167483273,"['69200.40000000', '3.25394000']","['69379.49000000', '0.00030000']"
45167483273,"['69200.20000000', '0.00144000']","['69379.56000000', '0.00030000']"
45167483273,"['69200.19000000', '0.00093000']","['69379.63000000', '0.00030000']"
45167483273,"['69200.00000000', '0.09057000']","['69379.70000000', '0.00030000']"
45167483273,"['69199.92000000', '0.42378000']","['69379.77000000', '0.00030000']"
45167483273,"['69198.59000000', '0.17070000']","['69379.84000000', '0.00030000']"
45167483273,"['69198.58000000', '0.28436000']","['69379.91000000', '0.00030000']"
45167483273,"['69197.03000000', '0.01442000']","['69379.92000000', '0.28913000']"
45167483273,"['69195.60000000', '0.00087000']","['69379.93000000', '0.00018000']"
45167483273,"['69194.64000000', '0.30009000']","['69379.98000000', '0.00030000']"
45167483273,"['69194.63000000', '0.50000000']","['69380.00000000', '0.03150000']"
45167483273,"['69194.60000000', '0.01300000']","['69380.05000000', '0.00030000']"
45167483273,"['69193.87000000', '0.00419000']","['69380.12000000', '0.00030000']"
45167483273,"['69193.86000000', '0.00011000']","['69380.19000000', '0.00030000']"
45167483273,"['69193.85000000', '0.00906000']","['69380.59000000', '0.10180000']"
45167483273,"['69193.69000000', '0.00012000']","['69380.90000000', '0.00115000']"
45167483273,"['69193.68000000', '0.05008000']","['69381.28000000', '0.00829000']"
45167483273,"['69193.52000000', '0.11408000']","['69381.33000000', '0.00829000']"
45167483273,"['69193.39000000', '0.00008000']","['69381.36000000', '0.00932000']"
45167483273,"['69193.19000000', '0.00136000']","['69382.81000000', '0.28815000']"
45167483273,"['69193.08000000', '0.28930000']","['69382.85000000', '0.51060000']"
45167483273,"['69192.90000000', '0.00034000']","['69382.89000000', '0.00103000']"
45167483273,"['69192.82000000', '0.00381000']","['69382.97000000', '0.00013000']"
45167483273,"['69192.71000000', '0.00012000']","['69383.33000000', '0.00040000']"
45167483273,"['69192.47000000', '0.33134000']","['69384.00000000', '0.52972000']"
45167483273,"['69192.43000000', '0.00100000']","['69385.81000000', '0.36084000']"
45167483273,"['69192.30000000', '0.00008000']","['69385.93000000', '0.05936000']"
45167483273,"['69192.14000000', '0.28895000']","['69386.67000000', '0.00251000']"
45167483273,"['69192.11000000', '0.02825000']","['69386.75000000', '0.00753000']"
45167483273,"['69192.00000000', '0.01407000']","['69386.84000000', '0.00008000']"
45167483273,"['69191.54000000', '0.00027000']","['69387.09000000', '0.00016000']"
45167483273,"['69191.53000000', '0.37489000']","['69387.20000000', '0.17279000']"
45167483273,"['69191.52000000', '0.62479000']","['69387.28000000', '0.00041000']"
45167483273,"['69191.08000000', '0.00042000']","['69387.60000000', '5.39863000']"
45167483273,"['69190.99000000', '0.00008000']","['69387.70000000', '0.00012000']"
45167483273,"['69190.01000000', '0.00010000']","['69387.72000000', '0.01370000']"
45167483273,"['69190.00000000', '0.03204000']","['69388.00000000', '0.00543000']"
45167483273,"['69189.41000000', '0.00014000']","['69388.04000000', '0.00204000']"
45167483273,"['69189.31000000', '0.00045000']","['69388.40000000', '0.10180000']"
45167483273,"['69189.17000000', '0.00011000']","['69388.50000000', '0.00100000']"
45167483273,"['69188.88000000', '0.00043000']","['69388.57000000', '0.28436000']"
45167483273,"['69188.39000000', '0.00008000']","['69388.81000000', '0.00009000']"
45167483273,"['69188.16000000', '0.00011000']","['69388.95000000', '0.17278000']"
45167483273,"['69188.00000000', '0.01845000']","['69389.00000000', '0.00012000']"
45167483273,"['69187.99000000', '0.00312000']","['69389.56000000', '0.28813000']"
45167483273,"['69187.50000000', '0.00032000']","['69389.93000000', '0.00311000']"
45167483273,"['69186.99000000', '0.00012000']","['69390.00000000', '0.03193000']"
45167483273,"['69186.84000000', '0.25435000']","['69390.30000000', '0.28905000']"
45167483273,"['69186.82000000', '0.00008000']","['69390.36000000', '0.00015000']"
45167483273,"['69186.66000000', '0.00060000']","['69390.49000000', '0.02825000']"
45167483273,"['69186.63000000', '0.11449000']","['69390.60000000', '0.00259000']"
45167483273,"['69186.16000000', '0.00026000']","['69390.92000000', '0.00819000']"
45167483273,"['69185.76000000', '0.42378000']","['69391.12000000', '0.79385000']"
45167483273,"['69185.71000000', '0.00008000']","['69392.04000000', '0.05069000']"
45167483273,"['69185.44000000', '0.00014000']","['69392.47000000', '0.13823000']"
45167483273,"['69185.24000000', '0.00753000']","['69392.66000000', '0.00008000']"
45167483273,"['69185.18000000', '0.00017000']","['69392.85000000', '0.00012000']"
45167483273,"['69185.00000000', '0.00042000']","['69393.05000000', '0.20891000']"
45167483273,"['69184.54000000', '0.00010000']","['69393.06000000', '0.34815000']"
45167483273,"['69184.48000000', '0.00013000']","['69393.76000000', '0.00008000']"
45167483273,"['69184.21000000', '0.00008000']","['69393.93000000', '0.00193000']"
45167483273,"['69184.03000000', '0.00015000']","['69393.97000000', '0.00014000']"
45167483273,"['69183.78000000', '0.00012000']","['69394.42000000', '0.00252000']"
45167483273,"['69183.33000000', '0.01200000']","['69394.71000000', '0.00901000']"
45167483273,"['69183.32000000', '0.00071000']","['69394.73000000', '0.00008000']"
45167483273,"['69183.04000000', '0.17350000']","['69395.04000000', '0.00030000']"
45167483273,"['69183.03000000', '0.02722000']","['69395.11000000', '0.00030000']"
45167483273,"['69182.71000000', '0.01120000']","['69395.17000000', '0.00299000']"
45167483273,"['69182.70000000', '0.28905000']","['69395.18000000', '0.00030000']"
45167483273,"['69182.42000000', '0.00100000']","['69395.25000000', '0.00030000']"
45167483273,"['69182.00000000', '0.00028000']","['69395.32000000', '0.00030000']"
45167483273,"['69181.94000000', '0.00028000']","['69395.39000000', '0.00030000']"
45167483273,"['69181.81000000', '0.00008000']","['69395.46000000', '0.00030000']"
45167483273,"['69181.71000000', '0.00056000']","['69395.53000000', '0.00030000']"
45167483273,"['69181.06000000', '0.00081000']","['69395.60000000', '0.00030000']"
45167483273,"['69181.03000000', '0.00026000']","['69395.67000000', '0.00030000']"
45167483273,"['69180.75000000', '0.00072000']","['69395.74000000', '0.00030000']"
45167483273,"['69180.60000000', '0.00173000']","['69395.81000000', '0.00030000']"
45167483273,"['69180.19000000', '0.00011000']","['69395.88000000', '0.00030000']"
45167483273,"['69180.05000000', '0.00204000']","['69395.95000000', '0.00030000']"
45167483273,"['69180.00000000', '0.05616000']","['69395.98000000', '0.02766000']"
45167483273,"['69179.29000000', '0.00020000']","['69395.99000000', '0.02876000']"
45167483273,"['69179.24000000', '0.00027000']","['69396.00000000', '0.00010000']"
45167483273,"['69178.95000000', '0.00010000']","['69396.02000000', '0.00030000']"
45167483273,"['69178.79000000', '0.00379000']","['69396.09000000', '0.00030000']"
45167483273,"['69178.71000000', '0.00075000']","['69396.16000000', '0.00030000']"
45167483273,"['69178.46000000', '0.00044000']","['69396.23000000', '0.00030000']"
45167483273,"['69178.36000000', '0.00026000']","['69396.30000000', '0.00030000']"
45167483273,"['69178.10000000', '0.00008000']","['69396.37000000', '0.00030000']"
45167483273,"['69177.94000000', '0.02825000']","['69396.44000000', '0.00030000']"
45167483273,"['69177.86000000', '0.00013000']","['69396.51000000', '0.00030000']"
45167483273,"['69177.68000000', '0.00009000']","['69396.58000000', '0.00030000']"
45167483273,"['69177.48000000', '0.31090000']","['69396.65000000', '0.00030000']"
45167483273,"['69177.47000000', '0.29880000']","['69396.72000000', '0.00030000']"
45167483273,"['69177.37000000', '0.00011000']","['69396.79000000', '0.00030000']"
45167483273,"['69176.48000000', '0.51815000']","['69396.86000000', '0.00030000']"
45167483273,"['69176.47000000', '0.05380000']","['69396.93000000', '0.00030000']"
45167483273,"['69176.17000000', '0.00335000']","['69397.00000000', '0.00030000']"
45167483273,"['69176.05000000', '0.00010000']","['69397.04000000', '3.15930000']"
45167483273,"['69175.77000000', '0.00008000']","['69397.05000000', '0.60000000']"
45167483273,"['69175.20000000', '0.00145000']","['69397.07000000', '0.00030000']"
45167483273,"['69175.12000000', '0.02392000']","['69397.14000000', '0.00030000']"
45167483273,"['69175.00000000', '0.00008000']","['69397.21000000', '0.00030000']"
45167483273,"['69174.61000000', '0.00023000']","['69397.28000000', '0.00030000']"
45167483273,"['69174.59000000', '0.00009000']","['69397.35000000', '0.00030000']"
45167483273,"['69174.36000000', '0.02769000']","['69397.40000000', '5.39863000']"
45167483273,"['69174.15000000', '0.35000000']","['69397.42000000', '0.00030000']"
45167483273,"['69173.93000000', '0.00024000']","['69397.48000000', '0.01370000']"
45167483273,"['69173.76000000', '0.00014000']","['69397.49000000', '0.00030000']"
45167483273,"['69173.68000000', '0.02769000']","['69397.56000000', '0.00030000']"
45167483273,"['69173.30000000', '0.01370000']","['69397.63000000', '0.00030000']"
45167483273,"['69172.33000000', '0.25430000']","['69397.70000000', '0.00030000']"
45167483273,"['69172.32000000', '0.28933000']","['69397.74000000', '0.00030000']"
45167483273,"['69172.00000000', '0.00147000']","['69397.77000000', '0.00030000']"
45167483273,"['69171.80000000', '0.00008000']","['69397.81000000', '0.00030000']"
45167483273,"['69171.75000000', '0.00009000']","['69397.84000000', '0.00030000']"
45167483273,"['69171.60000000', '0.42378000']","['69397.88000000', '0.00030000']"
45167483273,"['69171.55000000', '0.35000000']","['69397.91000000', '0.00030000']"
45167483273,"['69170.98000000', '0.00012000']","['69397.95000000', '0.00030000']"
45167483273,"['69170.81000000', '0.00341000']","['69397.98000000', '0.00030000']"
45167483273,"['69170.73000000', '0.00008000']","['69398.02000000', '0.00030000']"
45167483273,"['69170.72000000', '0.00015000']","['69398.05000000', '0.00030000']"
45167483273,"['69170.52000000', '0.00010000']","['69398.09000000', '0.00030000']"
45167483273,"['69170.34000000', '0.00010000']","['69398.12000000', '0.00030000']"
45167483273,"['69170.01000000', '0.13256000']","['69398.16000000', '0.53002000']"
45167483273,"['69170.00000000', '0.22541000']","['69398.19000000', '0.00030000']"
45167483273,"['69169.81000000', '0.00008000']","['69398.23000000', '0.00046000']"
45167483273,"['69169.32000000', '0.00080000']","['69398.26000000', '0.00030000']"
45167483273,"['69169.05000000', '0.00009000']","['69398.30000000', '0.00030000']"
45167483273,"['69168.88000000', '0.00043000']","['69398.33000000', '0.00030000']"
45167483273,"['69168.65000000', '0.00008000']","['69398.37000000', '0.00030000']"
45167483273,"['69167.94000000', '0.01370000']","['69398.40000000', '0.00030000']"
45167483273,"['69167.93000000', '0.00017000']","['69398.44000000', '0.00030000']"
45167483273,"['69167.78000000', '0.00261000']","['69398.47000000', '0.00030000']"
45167483273,"['69167.51000000', '0.00019000']","['69398.51000000', '0.00030000']"
45167483273,"['69167.47000000', '0.00028000']","['69398.54000000', '0.00030000']"
45167483273,"['69167.11000000', '0.00011000']","['69398.58000000', '0.00030000']"
45167483273,"['69166.94000000', '0.00087000']","['69398.61000000', '0.00030000']"
45167483273,"['69166.83000000', '0.00018000']","['69398.65000000', '0.00030000']"
45167483273,"['69166.68000000', '0.00025000']","['69398.68000000', '0.00030000']"
45167483273,"['69166.66000000', '0.02693000']","['69398.72000000', '0.00030000']"
45167483273,"['69166.50000000', '0.00020000']","['69398.75000000', '0.00030000']"
45167483273,"['69166.26000000', '0.00012000']","['69398.79000000', '0.00030000']"
45167483273,"['69165.66000000', '0.00062000']","['69398.82000000', '0.00030000']"
45167483273,"['69165.45000000', '0.00009000']","['69398.86000000', '0.00030000']"
45167483273,"['69165.40000000', '0.00025000']","['69398.89000000', '0.00030000']"
45167483273,"['69165.28000000', '0.00031000']","['69398.93000000', '0.00030000']"
45167483273,"['69165.00000000', '0.00008000']","['69398.96000000', '0.00030000']"
45167483273,"['69164.78000000', '0.00340000']","['69399.00000000', '0.00030000']"
45167483273,"['69164.55000000', '0.00013000']","['69399.03000000', '0.00030000']"
45167483273,"['69164.40000000', '0.03143000']","['69399.07000000', '0.00030000']"
45167483273,"['69164.39000000', '0.05232000']","['69399.10000000', '0.00030000']"
45167483273,"['69164.28000000', '0.00018000']","['69399.14000000', '0.00030000']"
45167483273,"['69164.01000000', '3.23924000']","['69399.17000000', '0.00030000']"
45167483273,"['69164.00000000', '5.39863000']","['69399.21000000', '0.00030000']"
45167483273,"['69163.97000000', '0.00058000']","['69399.24000000', '0.00030000']"
45167483273,"['69163.94000000', '0.00027000']","['69399.28000000', '0.00030000']"
45167483273,"['69163.84000000', '0.00174000']","['69399.31000000', '0.00030000']"
45167483273,"['69163.77000000', '0.02825000']","['69399.35000000', '0.00030000']"
45167483273,"['69163.67000000', '0.00013000']","['69399.38000000', '0.00030000']"
45167483273,"['69163.53000000', '0.00076000']","['69399.42000000', '0.00030000']"
45167483273,"['69162.96000000', '0.00015000']","['69399.45000000', '0.00030000']"
45167483273,"['69162.87000000', '0.00012000']","['69399.49000000', '0.00030000']"
45167483273,"['69162.55000000', '0.00063000']","['69399.52000000', '0.00030000']"
45167483273,"['69162.36000000', '0.00122000']","['69399.56000000', '0.00030000']"
45167483273,"['69162.20000000', '0.02884000']","['69399.59000000', '0.00030000']"
45167483273,"['69161.94000000', '0.28905000']","['69399.63000000', '0.00030000']"
45167483273,"['69161.93000000', '0.00010000']","['69399.66000000', '0.00030000']"
45167483273,"['69161.82000000', '0.00011000']","['69399.70000000', '0.00030000']"
45167483273,"['69161.56000000', '0.00009000']","['69399.73000000', '0.00030000']"
45167483273,"['69161.29000000', '0.00032000']","['69399.77000000', '0.00030000']"
45167483273,"['69161.27000000', '0.00011000']","['69399.80000000', '0.00030000']"
45167483273,"['69160.91000000', '0.01994000']","['69399.84000000', '0.11408000']"
45167483273,"['69160.66000000', '0.00023000']","['69399.87000000', '0.00030000']"
45167483273,"['69160.22000000', '0.44001000']","['69399.91000000', '0.00030000']"
45167483273,"['69160.01000000', '0.00079000']","['69399.94000000', '0.00030000']"
45167483273,"['69160.00000000', '0.03763000']","['69399.98000000', '0.00030000']"
45167483273,"['69159.75000000', '0.00009000']","['69400.00000000', '5.47126000']"
45167483273,"['69159.59000000', '0.00133000']","['69400.01000000', '0.00030000']"
45167483273,"['69159.46000000', '0.00045000']","['69400.05000000', '0.00030000']"
45167483273,"['69159.43000000', '0.00063000']","['69400.08000000', '0.00030000']"
45167483273,"['69159.06000000', '0.00242000']","['69400.12000000', '0.00030000']"
45167483273,"['69159.03000000', '0.00242000']","['69400.15000000', '0.00030000']"
45167483273,"['69158.82000000', '0.00044000']","['69400.19000000', '0.00030000']"
45167483273,"['69158.73000000', '0.00012000']","['69400.20000000', '0.00156000']"
45167483273,"['69158.52000000', '0.00025000']","['69400.22000000', '0.00030000']"
45167483273,"['69158.49000000', '0.30657000']","['69400.26000000', '0.00030000']"
45167483273,"['69158.48000000', '0.00008000']","['69400.33000000', '0.00030000']"
45167483273,"['69158.13000000', '0.00068000']","['69400.40000000', '0.00030000']"
45167483273,"['69157.94000000', '0.00617000']","['69400.47000000', '0.00030000']"
45167483273,"['69157.65000000', '0.00009000']","['69400.54000000', '0.00030000']"
45167483273,"['69157.44000000', '0.42378000']","['69400.61000000', '0.00030000']"
45167483273,"['69157.38000000', '0.00008000']","['69400.68000000', '0.28943000']"
45167483273,"['69157.09000000', '0.00290000']","['69400.75000000', '0.00030000']"
45167483273,"['69156.88000000', '0.00024000']","['69400.82000000', '0.00030000']"
45167483273,"['69156.77000000', '0.00070000']","['69400.89000000', '0.00039000']"
45167483273,"['69156.50000000', '0.00040000']","['69400.90000000', '0.00115000']"
45167483273,"['69156.44000000', '0.00026000']","['69400.94000000', '0.00021000']"
45167483273,"['69156.40000000', '0.00142000']","['69400.96000000', '0.00030000']"
45167483273,"['69156.36000000', '0.28436000']","['69401.03000000', '0.00030000']"
45167483273,"['69155.90000000', '0.00011000']","['69401.10000000', '0.00044000']"
45167483273,"['69155.84000000', '0.00009000']","['69401.17000000', '0.00030000']"
45167483273,"['69155.56000000', '0.00009000']","['69401.24000000', '0.00030000']"
45167483273,"['69155.41000000', '0.00068000']","['69401.31000000', '0.00030000']"
45167483273,"['69155.20000000', '0.00014000']","['69401.38000000', '0.00030000']"
45167483273,"['69155.00000000', '0.00069000']","['69401.42000000', '0.36084000']"
45167483273,"['69154.86000000', '0.00009000']","['69401.45000000', '0.00030000']"
45167483273,"['69154.57000000', '0.00014000']","['69401.52000000', '0.00030000']"
45167483273,"['69154.42000000', '0.00023000']","['69401.59000000', '0.00030000']"
45167483273,"['69153.98000000', '0.00103000']","['69401.66000000', '0.00030000']"
45167483273,"['69153.62000000', '0.00028000']","['69401.73000000', '0.00030000']"
45167483273,"['69153.57000000', '0.00016000']","['69401.80000000', '0.00030000']"
45167483273,"['69152.83000000', '0.00008000']","['69401.87000000', '0.00030000']"
45167483273,"['69152.73000000', '0.00017000']","['69401.94000000', '0.00030000']"
45167483273,"['69152.70000000', '3.23927000']","['69402.01000000', '0.00030000']"
45167483273,"['69152.69000000', '0.28912000']","['69402.08000000', '0.00030000']"
45167483273,"['69152.47000000', '0.00019000']","['69402.14000000', '0.00026000']"
45167483273,"['69152.45000000', '0.00038000']","['69402.15000000', '0.00030000']"
45167483273,"['69152.38000000', '0.00017000']","['69402.17000000', '0.00019000']"
45167483273,"['69152.21000000', '0.00303000']","['69402.22000000', '0.00030000']"
45167483273,"['69151.90000000', '5.39863000']","['69402.24000000', '0.00031000']"
45167483273,"['69151.87000000', '0.43285000']","['69402.29000000', '0.00030000']"
45167483273,"['69151.69000000', '0.00009000']","['69402.31000000', '0.00050000']"
45167483273,"['69151.56000000', '0.28913000']","['69402.36000000', '0.00030000']"
45167483273,"['69151.51000000', '0.00008000']","['69402.43000000', '0.00030000']"
45167483273,"['69151.25000000', '0.00008000']","['69402.50000000', '0.00030000']"
45167483273,"['69150.90000000', '0.00011000']","['69402.57000000', '0.00030000']"
45167483273,"['69150.88000000', '0.00021000']","['69402.64000000', '0.00030000']"
45167483273,"['69150.82000000', '0.00020000']","['69402.71000000', '0.00030000']"
45167483273,"['69150.65000000', '0.02886000']","['69402.78000000', '0.00030000']"
45167483273,"['69150.60000000', '0.00173000']","['69402.85000000', '0.00030000']"
45167483273,"['69150.57000000', '0.00014000']","['69402.92000000', '0.00030000']"
45167483273,"['69150.53000000', '0.00310000']","['69403.13000000', '0.00014000']"
45167483273,"['69150.21000000', '0.00904000']","['69403.53000000', '0.00024000']"
45167483273,"['69150.20000000', '0.00145000']","['69403.81000000', '0.51006000']"
45167483273,"['69150.12000000', '0.00011000']","['69404.13000000', '0.79385000']"
45167483273,"['69150.06000000', '2.63004000']","['69404.33000000', '0.00012000']"
45167483273,"['69150.00000000', '4.80973000']","['69404.66000000', '0.02825000']"
45167483273,"['69149.87000000', '0.00019000']","['69405.50000000', '0.00013000']"
45167483273,"['69149.81000000', '0.00037000']","['69406.09000000', '0.12471000']"
45167483273,"['69149.80000000', '0.00008000']","['69406.10000000', '0.00100000']"
45167483273,"['69149.72000000', '0.00008000']","['69406.25000000', '0.00022000']"
45167483273,"['69149.66000000', '0.00014000']","['69406.97000000', '0.00015000']"
45167483273,"['69149.63000000', '0.00088000']","['69407.23000000', '0.72676000']"
45167483273,"['69149.60000000', '0.02825000']","['69407.60000000', '0.00008000']"
45167483273,"['69149.26000000', '0.60000000']","['69407.61000000', '0.00012000']"
45167483273,"['69149.22000000', '0.00019000']","['69408.20000000', '0.11324000']"
45167483273,"['69148.49000000', '0.01000000']","['69408.31000000', '0.00074000']"
45167483273,"['69148.43000000', '0.00044000']","['69408.67000000', '0.01370000']"
45167483273,"['69148.35000000', '0.00044000']","['69408.70000000', '0.35485000']"
45167483273,"['69148.12000000', '0.00010000']","['69408.87000000', '0.00033000']"
45167483273,"['69148.09000000', '0.00010000']","['69409.59000000', '0.01074000']"
45167483273,"['69148.08000000', '0.00019000']","['69409.68000000', '0.28436000']"
45167483273,"['69148.00000000', '0.00057000']","['69409.69000000', '0.00011000']"
45167483273,"['69147.89000000', '0.00924000']","['69410.00000000', '0.03150000']"
45167483273,"['69147.09000000', '0.00020000']","['69410.30000000', '0.20000000']"
45167483273,"['69147.05000000', '0.00050000']","['69410.35000000', '0.20000000']"
45167483273,"['69147.00000000', '0.00009000']","['69410.50000000', '0.00008000']"
45167483273,"['69146.66000000', '0.00016000']","['69410.75000000', '0.00011000']"
45167483273,"['69145.84000000', '0.00011000']","['69411.03000000', '0.01442000']"
45167483273,"['69145.83000000', '0.00022000']","['69411.06000000', '0.28905000']"
45167483273,"['69145.82000000', '0.00011000']","['69411.39000000', '0.00011000']"
45167483273,"['69145.72000000', '0.00037000']","['69411.76000000', '0.00166000']"
45167483273,"['69145.64000000', '0.00071000']","['69412.32000000', '0.52972000']"
45167483273,"['69145.58000000', '0.00230000']","['69412.50000000', '0.00011000']"
45167483273,"['69145.41000000', '0.00230000']","['69412.88000000', '0.01000000']"
45167483273,"['69145.40000000', '0.00319000']","['69413.79000000', '0.00014000']"
45167483273,"['69145.36000000', '0.00032000']","['69414.80000000', '0.51805000']"
45167483273,"['69145.33000000', '0.00012000']","['69415.29000000', '0.04243000']"
45167483273,"['69145.30000000', '0.00384000']","['69415.48000000', '0.00008000']"
45167483273,"['69145.16000000', '0.00721000']","['69416.00000000', '0.00008000']"
45167483273,"['69145.02000000', '0.00009000']","['69416.17000000', '0.00012000']"
45167483273,"['69145.00000000', '0.00008000']","['69416.19000000', '0.00025000']"
45167483273,"['69144.94000000', '0.00016000']","['69416.66000000', '0.00008000']"
45167483273,"['69144.85000000', '0.00028000']","['69416.76000000', '0.00009000']"
45167483273,"['69144.66000000', '0.00017000']","['69416.80000000', '0.21659000']"
45167483273,"['69144.64000000', '0.00008000']","['69416.81000000', '0.02455000']"
45167483273,"['69144.47000000', '0.00008000']","['69417.04000000', '0.36084000']"
45167483273,"['69143.90000000', '0.00016000']","['69417.14000000', '0.19216000']"
45167483273,"['69143.34000000', '0.00010000']","['69417.50000000', '1.87205000']"
45167483273,"['69143.29000000', '0.25433000']","['69417.51000000', '3.12000000']"
45167483273,"['69143.28000000', '0.42378000']","['69418.83000000', '0.02825000']"
45167483273,"['69143.23000000', '0.00018000']","['69418.96000000', '0.00013000']"
45167483273,"['69143.11000000', '0.00008000']","['69420.00000000', '0.03228000']"
45167483273,"['69143.00000000', '0.00008000']","['69420.07000000', '0.00088000']"
45167483273,"['69142.85000000', '0.00275000']","['69420.28000000', '0.00008000']"
45167483273,"['69142.70000000', '0.00010000']","['69420.32000000', '0.02886000']"
45167483273,"['69142.66000000', '0.50000000']","['69420.60000000', '0.00173000']"
45167483273,"['69142.63000000', '0.00191000']","['69420.63000000', '0.00055000']"
45167483273,"['69142.51000000', '0.00021000']","['69420.90000000', '0.00115000']"
45167483273,"['69142.50000000', '0.00018000']","['69421.07000000', '0.00011000']"
45167483273,"['69142.24000000', '0.00027000']","['69421.09000000', '0.00042000']"
45167483273,"['69141.85000000', '0.00008000']","['69421.44000000', '0.28913000']"
45167483273,"['69141.80000000', '0.00008000']","['69421.68000000', '1.00000000']"
45167483273,"['69141.66000000', '0.00061000']","['69422.08000000', '0.00020000']"
45167483273,"['69141.49000000', '0.00059000']","['69422.68000000', '0.00086000']"
45167483273,"['69141.34000000', '0.00057000']","['69422.91000000', '0.00009000']"
45167483273,"['69141.13000000', '0.00010000']","['69423.48000000', '0.73168000']"
45167483273,"['69141.03000000', '0.00012000']","['69423.52000000', '0.00009000']"
